house_id,mainframe_zone,spawnpoint,hh_weight,state_of_decay,in_dystopia,homies_living_inside,age_of_eldest_goblin,monthly_grind_income,foodie_expenses,rent_for_box,plastic_flex
HH1278,no_scope_city,8107,1.17,karNAHtaka,False,4,37,23300.0,13210.0,2900.0,False
HH1279,no_scope_city,9164,3.58,JhorrorKhand,True,11,28,27100.0,13010.0,2900.0,False
HH1280,midtown_sadness,9544,3.33,Panic Nadu,False,3,53,13800.0,6330.0,2900.0,False
HH1281,rizz_rural,6513,2.39,karNAHtaka,False,6,40,10000.0,3080.0,1900.0,False
HH1282,rizz_rural,7041,0.73,Biharify,False,7,23,8300.0,3100.0,2100.0,False
HH1283,delulu_hub,9606,0.8,Biharify,True,2,31,2600.0,1140.0,2800.0,False
HH1284,feral_block,4920,3.91,Panic Nadu,False,6,71,11200.0,5470.0,500.0,False
HH1285,delulu_hub,2998,4.46,Biharify,True,3,38,16700.0,7800.0,5100.0,False
HH1286,coastal_L,7646,3.2,Kerela.ai,True,2,58,8300.0,4340.0,7400.0,False
HH1287,coastal_L,177,2.28,Uttar Downbad,True,6,33,18000.0,6910.0,10600.0,False
HH1288,rizz_rural,7677,3.09,Moodhya Pradesh,False,9,27,21400.0,10050.0,2000.0,False
HH1289,feral_block,4327,2.88,Uttar Downbad,True,3,43,16500.0,5390.0,11700.0,False
HH1290,delulu_hub,700,2.03,karNAHtaka,True,4,53,5000.0,2120.0,5800.0,False
HH1291,delulu_hub,1165,0.76,Moodhya Pradesh,True,7,62,11300.0,5930.0,8500.0,False
HH1292,no_scope_city,2236,3.79,maharizztra,False,6,41,17800.0,9040.0,2400.0,False
HH1293,rizz_rural,9610,1.99,Moodhya Pradesh,False,2,22,24200.0,14450.0,1000.0,False
HH1294,delulu_hub,7043,3.78,Uttar Downbad,False,7,75,25200.0,9660.0,700.0,False
HH1295,coastal_L,7904,1.51,Panic Nadu,True,3,68,13400.0,6020.0,7900.0,False
HH1296,no_scope_city,6665,0.5,Moodhya Pradesh,True,3,74,22500.0,8970.0,7900.0,False
HH1297,rizz_rural,6084,1.14,maharizztra,False,1,27,11300.0,4880.0,0.0,False
HH1298,feral_block,5242,2.37,maharizztra,True,4,40,5800.0,3230.0,1700.0,False
HH1299,delulu_hub,4770,4.28,maharizztra,True,6,39,19400.0,9800.0,3300.0,False
HH1300,delulu_hub,2290,0.91,Uttar Downbad,False,5,27,23600.0,13330.0,1300.0,False
HH1301,coastal_L,9284,3.92,Moodhya Pradesh,False,3,66,29900.0,10800.0,600.0,False
HH1302,coastal_L,2812,2.61,JhorrorKhand,False,6,54,11100.0,6240.0,1700.0,False
HH1303,feral_block,2292,3.8,Panic Nadu,False,3,44,5900.0,1880.0,1600.0,False
HH1304,no_scope_city,1348,1.69,Kerela.ai,False,3,44,18100.0,10260.0,3100.0,False
HH1305,midtown_sadness,4133,3.86,Moodhya Pradesh,True,3,47,14300.0,5700.0,6200.0,False
HH1306,coastal_L,2097,3.59,maharizztra,True,2,34,12600.0,4970.0,9000.0,False
HH1307,rizz_rural,3787,1.42,JhorrorKhand,False,7,28,26700.0,12110.0,2200.0,False
HH1308,no_scope_city,4118,1.03,Kerela.ai,True,3,36,18100.0,10540.0,7300.0,False
HH1309,rizz_rural,2070,3.97,Kerela.ai,False,7,65,19100.0,6000.0,1400.0,False
HH1310,coastal_L,8489,4.35,karNAHtaka,True,3,48,8700.0,3530.0,5700.0,False
HH1311,delulu_hub,5865,0.63,Moodhya Pradesh,True,5,47,19200.0,10690.0,4900.0,False
HH1312,delulu_hub,1302,3.43,Uttar Downbad,False,1,54,3800.0,1590.0,2300.0,False
HH1313,midtown_sadness,8235,4.14,Moodhya Pradesh,False,5,36,15300.0,5500.0,1400.0,False
HH1314,no_scope_city,5667,3.93,JhorrorKhand,False,3,57,11100.0,4740.0,1300.0,False
HH1315,feral_block,7767,4.36,Kerela.ai,True,2,66,3700.0,1540.0,5000.0,False
HH1316,coastal_L,5842,3.54,Moodhya Pradesh,False,3,48,14400.0,8270.0,1600.0,False
HH1317,delulu_hub,5888,2.27,Uttar Downbad,True,9,26,14100.0,7450.0,5100.0,False
HH1318,delulu_hub,5508,1.75,karNAHtaka,True,3,23,14200.0,6410.0,9600.0,False
HH1319,rizz_rural,8769,1.78,Moodhya Pradesh,True,3,54,6600.0,3940.0,7100.0,False
HH1320,coastal_L,9546,3.4,Panic Nadu,True,1,37,16200.0,7120.0,2800.0,False
HH1321,no_scope_city,1022,3.48,karNAHtaka,True,3,44,27500.0,8730.0,5900.0,True
HH1322,feral_block,519,1.3,Uttar Downbad,False,6,59,8800.0,3330.0,1100.0,False
HH1323,rizz_rural,2304,3.97,JhorrorKhand,False,2,37,5600.0,2410.0,1600.0,False
HH1324,midtown_sadness,1220,3.36,Kerela.ai,False,5,35,7300.0,2530.0,3100.0,False
HH1325,no_scope_city,1050,2.75,Moodhya Pradesh,True,5,50,12000.0,7010.0,8000.0,False
HH1326,feral_block,2436,2.39,Uttar Downbad,False,3,47,14000.0,7420.0,700.0,False
HH1327,feral_block,5473,2.67,karNAHtaka,False,5,56,18600.0,7080.0,900.0,False
HH1328,coastal_L,2343,1.14,Panic Nadu,False,5,36,15200.0,7250.0,1600.0,False
HH1329,rizz_rural,2745,1.31,Uttar Downbad,True,3,24,16300.0,8420.0,5300.0,False
HH1330,rizz_rural,4712,0.86,Biharify,True,3,44,10900.0,6350.0,7000.0,False
HH1331,no_scope_city,1965,1.11,maharizztra,True,7,50,12100.0,6830.0,6900.0,False
HH1332,delulu_hub,6128,2.31,Panic Nadu,True,3,55,6600.0,3000.0,7400.0,False
HH1333,delulu_hub,7426,2.62,karNAHtaka,True,3,54,10200.0,5430.0,8300.0,False
HH1334,delulu_hub,6471,0.57,JhorrorKhand,False,4,62,7700.0,3610.0,3100.0,False
HH1335,delulu_hub,6459,3.69,Kerela.ai,True,2,62,12800.0,5960.0,8900.0,False
HH1336,midtown_sadness,7963,1.68,karNAHtaka,True,3,44,6800.0,2270.0,2100.0,False
HH1337,no_scope_city,3328,4.15,maharizztra,True,2,28,7600.0,2570.0,3000.0,False
HH1338,coastal_L,3819,4.37,JhorrorKhand,True,5,24,22400.0,10280.0,13400.0,False
HH1339,delulu_hub,2471,1.24,Moodhya Pradesh,True,4,53,22500.0,8560.0,5500.0,False
HH1340,coastal_L,2991,2.35,Uttar Downbad,True,3,52,21100.0,6460.0,9200.0,False
HH1341,coastal_L,3856,0.5,Biharify,True,7,39,15000.0,7750.0,12100.0,False
HH1342,delulu_hub,4325,2.89,Panic Nadu,False,4,64,9300.0,2880.0,400.0,False
HH1343,coastal_L,194,2.93,Panic Nadu,False,3,28,15000.0,7180.0,2100.0,False
HH1344,rizz_rural,2774,1.49,Uttar Downbad,True,5,62,8900.0,4110.0,8900.0,False
HH1345,feral_block,6998,2.73,Biharify,True,1,22,15100.0,8920.0,11900.0,False
HH1346,feral_block,893,1.4,Uttar Downbad,False,5,35,9900.0,4410.0,900.0,False
HH1347,delulu_hub,2216,1.14,Moodhya Pradesh,True,7,73,14000.0,4470.0,11400.0,False
HH1348,rizz_rural,5879,3.11,maharizztra,True,2,53,16300.0,7590.0,4800.0,False
HH1349,feral_block,6266,1.8,JhorrorKhand,False,4,27,5200.0,2870.0,2900.0,False
HH1350,coastal_L,914,2.86,karNAHtaka,True,2,60,7000.0,4190.0,6900.0,False
HH1351,midtown_sadness,445,2.23,Panic Nadu,False,3,31,14000.0,6010.0,2700.0,False
HH1352,feral_block,8654,4.44,Moodhya Pradesh,True,7,28,19700.0,7800.0,7100.0,False
HH1353,delulu_hub,2543,1.1,JhorrorKhand,True,1,47,12300.0,7040.0,1500.0,False
HH1354,delulu_hub,7883,2.36,Moodhya Pradesh,True,3,55,9900.0,3540.0,0.0,False
HH1355,feral_block,1084,3.22,Biharify,False,2,51,17300.0,8380.0,800.0,False
HH1356,delulu_hub,7890,2.08,Panic Nadu,True,2,57,5500.0,2320.0,6200.0,False
HH1357,feral_block,9931,4.4,karNAHtaka,True,2,42,5400.0,1690.0,8200.0,False
HH1358,midtown_sadness,927,3.39,Uttar Downbad,False,1,38,11900.0,4810.0,2200.0,False
HH1359,feral_block,3631,3.13,Uttar Downbad,True,1,54,4200.0,1590.0,13100.0,False
HH1360,rizz_rural,7247,3.53,JhorrorKhand,True,3,31,28100.0,14210.0,7700.0,False
HH1361,feral_block,4551,4.31,karNAHtaka,False,7,72,12200.0,7130.0,1200.0,False
HH1362,coastal_L,3976,4.13,maharizztra,True,5,68,20100.0,7650.0,8000.0,False
HH1363,coastal_L,6059,3.4,Kerela.ai,False,2,63,4700.0,2550.0,2000.0,False
HH1364,midtown_sadness,226,3.5,Biharify,False,6,72,27700.0,8770.0,1600.0,False
HH1365,rizz_rural,3277,1.08,JhorrorKhand,False,2,33,10400.0,4800.0,800.0,False
HH1366,midtown_sadness,8895,0.91,Kerela.ai,True,4,37,9000.0,2890.0,7000.0,False
HH1367,midtown_sadness,6124,2.78,Moodhya Pradesh,False,2,62,8500.0,4930.0,600.0,False
HH1368,delulu_hub,5209,0.57,Biharify,True,3,53,7400.0,3920.0,3600.0,False
HH1369,delulu_hub,4246,2.43,Moodhya Pradesh,False,2,36,9000.0,4480.0,2100.0,False
HH1370,delulu_hub,7296,1.34,maharizztra,True,2,48,4800.0,2630.0,3700.0,False
HH1371,delulu_hub,3468,1.88,karNAHtaka,True,7,49,12200.0,6030.0,7000.0,False
HH1372,delulu_hub,3897,3.6,Panic Nadu,True,4,38,18900.0,11160.0,4600.0,False
HH1373,feral_block,1892,4.26,Biharify,False,2,67,11800.0,6070.0,1500.0,False
HH1374,delulu_hub,5832,0.79,Kerela.ai,False,3,71,6500.0,3750.0,1100.0,False
HH1375,rizz_rural,3576,2.64,maharizztra,True,5,23,12200.0,5550.0,9500.0,False
HH1376,no_scope_city,3517,4.03,Panic Nadu,True,3,57,21700.0,7270.0,13100.0,False
HH1377,delulu_hub,1745,0.83,Uttar Downbad,False,2,71,7700.0,3530.0,500.0,False
HH1378,no_scope_city,9497,3.8,Kerela.ai,True,4,28,7100.0,2400.0,10700.0,False
HH1379,rizz_rural,3130,1.93,JhorrorKhand,True,1,34,13400.0,6400.0,5900.0,False
HH1380,delulu_hub,2972,1.79,Uttar Downbad,False,2,36,2700.0,1200.0,1400.0,False
HH1381,feral_block,3172,4.41,maharizztra,True,5,46,11700.0,5700.0,13600.0,False
HH1382,feral_block,1954,1.3,Uttar Downbad,False,2,44,21800.0,6610.0,2100.0,False
HH1383,midtown_sadness,4121,3.27,JhorrorKhand,True,3,43,10000.0,3580.0,2400.0,False
HH1384,no_scope_city,4762,3.79,Biharify,True,3,47,19000.0,8500.0,9800.0,False
HH1385,no_scope_city,6614,0.66,Uttar Downbad,True,10,54,13100.0,7670.0,7700.0,False
HH1386,rizz_rural,5131,3.18,karNAHtaka,False,3,32,9800.0,4070.0,1700.0,False
HH1387,delulu_hub,2808,4.31,Kerela.ai,True,4,31,10300.0,4400.0,6000.0,False
HH1388,no_scope_city,7212,1.0,Panic Nadu,False,8,46,19900.0,10240.0,1400.0,False
HH1389,no_scope_city,9624,4.08,Uttar Downbad,True,5,58,13800.0,6640.0,10500.0,False
HH1390,midtown_sadness,8493,2.88,Kerela.ai,False,3,69,24500.0,9550.0,3500.0,False
HH1391,coastal_L,3607,2.97,Moodhya Pradesh,True,4,64,9400.0,3980.0,2700.0,False
HH1392,rizz_rural,6556,2.95,Kerela.ai,True,5,74,13700.0,5000.0,9100.0,False
HH1393,no_scope_city,4312,1.7,Panic Nadu,False,5,59,11500.0,6780.0,2000.0,False
HH1394,rizz_rural,8070,4.24,Kerela.ai,True,3,62,11200.0,3800.0,6000.0,False
HH1395,midtown_sadness,8866,4.29,JhorrorKhand,True,9,66,16700.0,6870.0,11900.0,False
HH1396,midtown_sadness,636,3.0,maharizztra,False,3,45,6800.0,2090.0,900.0,False
HH1397,coastal_L,1725,3.63,Panic Nadu,True,4,61,18400.0,6740.0,6500.0,False
HH1398,no_scope_city,8073,2.95,maharizztra,False,5,67,9700.0,5180.0,900.0,False
HH1399,no_scope_city,8677,2.44,Biharify,True,6,54,10400.0,3750.0,7200.0,False
HH1400,delulu_hub,8170,3.14,maharizztra,False,5,38,6800.0,2200.0,0.0,False
HH1401,midtown_sadness,8766,2.71,Moodhya Pradesh,True,6,45,11300.0,5000.0,7600.0,False
HH1402,coastal_L,8709,2.89,JhorrorKhand,True,4,58,8700.0,2640.0,5800.0,False
HH1403,no_scope_city,6590,3.64,Biharify,False,6,23,6900.0,2250.0,800.0,False
HH1404,rizz_rural,3700,2.42,Kerela.ai,False,1,53,8000.0,4340.0,2400.0,False
HH1405,midtown_sadness,6883,0.66,Panic Nadu,True,6,45,26900.0,14300.0,7300.0,False
HH1406,rizz_rural,9246,1.16,Moodhya Pradesh,True,4,30,6200.0,3560.0,3900.0,False
HH1407,delulu_hub,5071,2.25,JhorrorKhand,False,11,25,19100.0,10630.0,900.0,False
HH1408,midtown_sadness,1305,3.4,Biharify,True,8,38,14800.0,7470.0,9900.0,False
HH1409,delulu_hub,2090,2.87,Biharify,False,4,38,17100.0,5400.0,300.0,False
HH1410,rizz_rural,5399,3.1,Moodhya Pradesh,False,1,74,14700.0,7860.0,1100.0,False
HH1411,midtown_sadness,3672,2.42,karNAHtaka,True,2,71,33400.0,18490.0,4200.0,True
HH1412,midtown_sadness,6075,2.96,Kerela.ai,True,4,69,14000.0,7560.0,3400.0,False
HH1413,feral_block,6420,1.82,Moodhya Pradesh,False,5,51,9200.0,4160.0,1900.0,False
HH1414,feral_block,4480,2.38,Biharify,True,3,61,8200.0,3030.0,7500.0,False
HH1415,coastal_L,4857,3.48,Uttar Downbad,True,2,32,7600.0,4210.0,13000.0,False
HH1416,rizz_rural,2813,3.99,JhorrorKhand,False,4,42,8800.0,4560.0,900.0,False
HH1417,rizz_rural,5688,2.23,Moodhya Pradesh,True,3,42,27400.0,16280.0,6800.0,True
HH1418,feral_block,1066,0.67,karNAHtaka,False,2,39,15300.0,5300.0,2500.0,False
HH1419,no_scope_city,5044,1.15,Biharify,True,4,50,15800.0,5810.0,8800.0,False
HH1420,no_scope_city,3532,0.58,Kerela.ai,True,3,45,6200.0,2250.0,8200.0,False
HH1421,no_scope_city,788,3.11,maharizztra,True,5,31,18700.0,10060.0,11500.0,False
HH1422,delulu_hub,4343,1.83,Biharify,True,5,66,22700.0,8080.0,10300.0,False
HH1423,coastal_L,3801,2.67,Kerela.ai,True,3,38,9900.0,3170.0,8100.0,False
HH1424,delulu_hub,8633,2.47,Moodhya Pradesh,True,6,39,11100.0,6660.0,5600.0,False
HH1425,coastal_L,5282,0.83,Kerela.ai,False,1,63,22900.0,7040.0,700.0,False
HH1426,coastal_L,6804,2.11,Panic Nadu,True,6,69,10600.0,5840.0,6700.0,False
HH1427,midtown_sadness,4522,1.38,Panic Nadu,True,4,41,8200.0,3360.0,9900.0,False
HH1428,rizz_rural,1859,2.17,Panic Nadu,True,1,58,4600.0,2540.0,9500.0,False
HH1429,delulu_hub,9281,1.31,karNAHtaka,True,5,66,12800.0,5970.0,6100.0,False
HH1430,delulu_hub,2582,3.86,karNAHtaka,True,3,39,13000.0,7420.0,2600.0,False
HH1431,no_scope_city,8158,1.2,Uttar Downbad,True,1,38,17100.0,9880.0,11000.0,False
HH1432,feral_block,1051,4.34,karNAHtaka,True,3,30,15200.0,4600.0,8700.0,False
HH1433,delulu_hub,9014,2.16,maharizztra,True,3,35,15100.0,4870.0,6000.0,False
HH1434,delulu_hub,2179,3.88,Moodhya Pradesh,True,1,70,20500.0,7690.0,8600.0,False
HH1435,no_scope_city,2817,3.02,Biharify,False,1,50,4400.0,2200.0,2600.0,False
HH1436,delulu_hub,4624,3.44,Biharify,True,7,52,9100.0,5150.0,11000.0,False
HH1437,no_scope_city,9792,3.57,Uttar Downbad,True,1,25,13600.0,5960.0,1200.0,False
HH1438,no_scope_city,8577,2.52,karNAHtaka,False,3,39,10500.0,5060.0,400.0,False
HH1439,delulu_hub,7411,2.67,maharizztra,True,5,41,21100.0,7520.0,11800.0,False
HH1440,delulu_hub,7286,2.56,Kerela.ai,False,1,68,9100.0,4930.0,2200.0,False
HH1441,midtown_sadness,2165,2.85,Uttar Downbad,True,1,64,6000.0,3540.0,12300.0,False
HH1442,rizz_rural,868,0.62,maharizztra,True,4,65,16800.0,6390.0,3300.0,False
HH1443,rizz_rural,5590,2.08,Kerela.ai,True,8,30,16900.0,7580.0,10200.0,False
HH1444,no_scope_city,6745,2.92,maharizztra,True,7,34,15100.0,4920.0,10000.0,False
HH1445,midtown_sadness,5183,2.89,Kerela.ai,False,4,36,39200.0,18340.0,1800.0,True
HH1446,midtown_sadness,5332,3.67,JhorrorKhand,True,3,48,21600.0,9740.0,6100.0,False
HH1447,no_scope_city,5897,3.12,maharizztra,False,5,36,18900.0,6490.0,1100.0,False
HH1448,rizz_rural,9238,4.47,Biharify,True,5,49,14100.0,6100.0,2100.0,False
HH1449,delulu_hub,5026,1.64,Panic Nadu,True,2,58,10500.0,4200.0,6200.0,False
HH1450,no_scope_city,6116,1.94,karNAHtaka,True,3,40,9500.0,4340.0,9600.0,False
HH1451,feral_block,3435,2.04,Kerela.ai,True,6,47,15800.0,7520.0,5800.0,False
HH1452,coastal_L,8138,2.36,JhorrorKhand,True,7,73,12600.0,3810.0,7700.0,False
HH1453,midtown_sadness,4973,3.84,maharizztra,False,4,47,6800.0,3590.0,0.0,False
HH1454,delulu_hub,1581,1.44,Biharify,False,2,46,10000.0,5140.0,2200.0,False
HH1455,coastal_L,6405,3.6,Panic Nadu,True,7,47,17400.0,7130.0,4900.0,False
HH1456,delulu_hub,3551,2.12,Kerela.ai,False,3,47,19200.0,6060.0,100.0,False
HH1457,coastal_L,154,2.91,maharizztra,False,4,67,8200.0,4320.0,1200.0,False
HH1458,delulu_hub,7743,3.03,maharizztra,False,6,49,14600.0,8560.0,2900.0,False
HH1459,delulu_hub,3562,1.99,Kerela.ai,True,3,70,15200.0,5660.0,11200.0,False
HH1460,delulu_hub,932,2.55,Uttar Downbad,False,1,39,13000.0,5160.0,0.0,False
HH1461,feral_block,6054,2.15,Uttar Downbad,True,3,53,26600.0,9450.0,4800.0,False
HH1462,no_scope_city,8619,0.78,Biharify,False,4,74,10600.0,5010.0,1200.0,False
HH1463,feral_block,7321,2.25,Panic Nadu,True,3,24,6900.0,2390.0,7500.0,False
HH1464,midtown_sadness,3410,0.89,Kerela.ai,True,3,23,12000.0,4880.0,9200.0,False
HH1465,rizz_rural,3400,2.12,Biharify,False,4,54,10900.0,5550.0,800.0,False
HH1466,rizz_rural,6822,2.87,Biharify,True,2,63,8000.0,3740.0,0.0,False
HH1467,midtown_sadness,7318,2.82,Moodhya Pradesh,False,2,40,7300.0,3040.0,1700.0,False
HH1468,rizz_rural,7876,3.15,maharizztra,False,3,38,13400.0,5710.0,2300.0,False
HH1469,midtown_sadness,3775,0.88,karNAHtaka,False,3,65,7700.0,3610.0,900.0,False
HH1470,delulu_hub,3154,3.11,maharizztra,True,5,54,18900.0,5700.0,0.0,False
HH1471,midtown_sadness,8070,1.75,Uttar Downbad,False,2,33,15500.0,5020.0,2600.0,False
HH1472,delulu_hub,2243,2.1,Panic Nadu,True,4,70,15100.0,8520.0,5600.0,False
HH1473,midtown_sadness,5307,3.93,maharizztra,True,3,24,6400.0,2070.0,3700.0,False
HH1474,coastal_L,9603,0.54,Kerela.ai,False,4,64,14100.0,7220.0,1800.0,False
HH1475,midtown_sadness,2638,2.85,Biharify,True,5,70,21900.0,12610.0,6600.0,False
HH1476,delulu_hub,4647,2.89,Kerela.ai,True,6,47,20600.0,7850.0,8500.0,False
HH1477,feral_block,5719,2.09,Moodhya Pradesh,False,1,56,14200.0,5840.0,2300.0,False
HH1478,midtown_sadness,8456,1.45,Panic Nadu,True,3,29,11500.0,5410.0,3600.0,False
HH1479,coastal_L,6712,1.44,Biharify,True,1,73,9200.0,5190.0,5300.0,False
HH1480,feral_block,5105,4.03,Kerela.ai,False,1,57,19800.0,11530.0,0.0,False
HH1481,feral_block,922,2.27,Uttar Downbad,True,2,74,12300.0,6420.0,1900.0,False
HH1482,coastal_L,1043,1.82,karNAHtaka,False,3,75,13400.0,4370.0,200.0,False
HH1483,feral_block,6250,2.3,Moodhya Pradesh,False,5,28,46800.0,23430.0,1100.0,True
HH1484,feral_block,4525,3.18,Panic Nadu,False,4,67,10500.0,4440.0,1200.0,False
HH1485,midtown_sadness,9066,1.08,Moodhya Pradesh,False,1,67,1800.0,790.0,300.0,False
HH1486,delulu_hub,2298,2.3,Uttar Downbad,True,5,57,12300.0,3870.0,4700.0,False
HH1487,rizz_rural,4342,2.85,Panic Nadu,True,2,37,9600.0,3430.0,3500.0,False
HH1488,midtown_sadness,3795,4.29,Moodhya Pradesh,False,2,45,12200.0,6550.0,400.0,False
HH1489,midtown_sadness,3552,1.51,JhorrorKhand,False,7,75,18900.0,8240.0,1600.0,False
HH1490,coastal_L,9206,1.94,Uttar Downbad,True,2,22,3000.0,1170.0,13000.0,False
HH1491,feral_block,1408,2.02,Uttar Downbad,True,4,70,16100.0,6680.0,7900.0,False
HH1492,rizz_rural,4277,2.92,Uttar Downbad,True,8,46,16000.0,8900.0,7400.0,False
HH1493,delulu_hub,8805,1.93,JhorrorKhand,True,2,31,8700.0,4560.0,5400.0,False
HH1494,coastal_L,6952,2.63,JhorrorKhand,False,3,75,4700.0,1790.0,500.0,False
HH1495,rizz_rural,6135,3.63,Kerela.ai,True,1,37,22400.0,7510.0,8900.0,False
HH1496,feral_block,3694,3.32,Biharify,False,1,37,6900.0,2590.0,0.0,False
HH1497,delulu_hub,4941,2.29,karNAHtaka,False,3,29,16400.0,9450.0,1100.0,False
HH1498,midtown_sadness,1509,3.96,Moodhya Pradesh,True,7,50,11100.0,5270.0,6900.0,False
HH1499,midtown_sadness,4666,2.73,Kerela.ai,False,6,60,16500.0,7590.0,200.0,False
